   4.8237265e-01   3.6800927e-02
   4.6979072e-01   3.6807504e-02
   4.5722867e-01   3.6814081e-02
   4.4469443e-01   3.6820657e-02
   4.3219593e-01   3.6827234e-02
   4.1974105e-01   3.6833810e-02
   4.0733766e-01   3.6840387e-02
   3.9499360e-01   3.6846964e-02
   3.8271667e-01   3.6853540e-02
   3.7051461e-01   3.6860117e-02
   3.5839513e-01   3.6866694e-02
   3.4636590e-01   3.6873270e-02
   3.3443450e-01   3.6879847e-02
   3.2260848e-01   3.6886423e-02
   3.1089530e-01   3.6893000e-02
   2.9930237e-01   3.6899577e-02
   2.8783700e-01   3.6906153e-02
   2.7650643e-01   3.6912730e-02
   2.6531783e-01   3.6919307e-02
   2.5427825e-01   3.6925883e-02
   2.4339468e-01   3.6932460e-02
   2.3267399e-01   3.6939036e-02
   2.2212294e-01   3.6945613e-02
   2.1174820e-01   3.6952190e-02
   2.0155634e-01   3.6958766e-02
   1.9155377e-01   3.6965343e-02
   1.8174682e-01   3.6971920e-02
   1.7214169e-01   3.6978496e-02
   1.6274444e-01   3.6985073e-02
   1.5356101e-01   3.6991650e-02
   1.4459720e-01   3.6998226e-02
   1.3585866e-01   3.7004803e-02
   1.2735092e-01   3.7011379e-02
   1.1907936e-01   3.7017956e-02
   1.1104919e-01   3.7024533e-02
   1.0326549e-01   3.7031109e-02
   9.5733180e-02   3.7037686e-02
   8.8457010e-02   3.7044263e-02
   8.1441579e-02   3.7050839e-02
   7.4691317e-02   3.7057416e-02
   6.8210488e-02   3.7063992e-02
   6.2003186e-02   3.7070569e-02
   5.6073332e-02   3.7077146e-02
   5.0424671e-02   3.5455100e-02
   4.5060770e-02   3.3785391e-02
   3.9985018e-02   3.2076040e-02
   3.5200621e-02   3.0320879e-02
   3.0710600e-02   2.8530669e-02
   2.6517791e-02   2.6696289e-02
   2.2624844e-02   2.4831497e-02
   1.9034216e-02   2.2923934e-02
   1.5748176e-02   2.0990460e-02
   1.2768798e-02   1.9015451e-02
   1.0097966e-02   1.7018715e-02
   7.7373656e-03   1.4981479e-02
   5.6884882e-03   1.2926109e-02
   3.9526277e-03   1.0831003e-02
   2.5308807e-03   8.7210608e-03
   1.4241451e-03   6.5698404e-03
   6.3312000e-04   4.4101689e-03
   1.5830500e-04   2.1986520e-03
   0.0000000e+00   0.0000000e+00
   1.5830500e-04  -2.1986517e-03
   6.3312000e-04  -4.4101688e-03
   1.4241451e-03  -6.5698404e-03
   2.5308807e-03  -8.7210608e-03
   3.9526277e-03  -1.0831003e-02
   5.6884882e-03  -1.2926109e-02
   7.7373656e-03  -1.4981479e-02
   1.0097966e-02  -1.7018715e-02
   1.2768798e-02  -1.9015451e-02
   1.5748176e-02  -2.0990460e-02
   1.9034216e-02  -2.2923934e-02
   2.2624844e-02  -2.4831497e-02
   2.6517791e-02  -2.6696289e-02
   3.0710600e-02  -2.8530669e-02
   3.5200621e-02  -3.0320878e-02
   3.9985018e-02  -3.2076040e-02
   4.5060770e-02  -3.3785391e-02
   5.0424671e-02  -3.5455100e-02
   5.6073332e-02  -3.7077146e-02
   6.2003186e-02  -3.7070569e-02
   6.8210488e-02  -3.7063992e-02
   7.4691317e-02  -3.7057416e-02
   8.1441579e-02  -3.7050839e-02
   8.8457010e-02  -3.7044263e-02
   9.5733180e-02  -3.7037686e-02
   1.0326549e-01  -3.7031109e-02
   1.1104919e-01  -3.7024533e-02
   1.1907936e-01  -3.7017956e-02
   1.2735092e-01  -3.7011379e-02
   1.3585866e-01  -3.7004803e-02
   1.4459720e-01  -3.6998226e-02
   1.5356101e-01  -3.6991650e-02
   1.6274444e-01  -3.6985073e-02
   1.7214169e-01  -3.6978496e-02
   1.8174682e-01  -3.6971920e-02
   1.9155377e-01  -3.6965343e-02
   2.0155634e-01  -3.6958766e-02
   2.1174820e-01  -3.6952190e-02
   2.2212294e-01  -3.6945613e-02
   2.3267399e-01  -3.6939037e-02
   2.4339468e-01  -3.6932460e-02
   2.5427825e-01  -3.6925883e-02
   2.6531783e-01  -3.6919307e-02
   2.7650643e-01  -3.6912730e-02
   2.8783700e-01  -3.6906153e-02
   2.9930237e-01  -3.6899577e-02
   3.1089530e-01  -3.6893000e-02
   3.2260848e-01  -3.6886423e-02
   3.3443450e-01  -3.6879847e-02
   3.4636590e-01  -3.6873270e-02
   3.5839513e-01  -3.6866694e-02
   3.7051461e-01  -3.6860117e-02
   3.8271667e-01  -3.6853540e-02
   3.9499360e-01  -3.6846964e-02
   4.0733766e-01  -3.6840387e-02
   4.1974105e-01  -3.6833810e-02
   4.3219593e-01  -3.6827234e-02
   4.4469443e-01  -3.6820657e-02
   4.5722867e-01  -3.6814081e-02
   4.6979072e-01  -3.6807504e-02
   4.8237265e-01  -3.6800927e-02
   4.9496652e-01  -3.6794351e-02
   5.0756436e-01  -3.6787774e-02
   5.2015823e-01  -3.6781197e-02
   5.3274016e-01  -3.6774621e-02
   5.4530221e-01  -3.6768044e-02
   5.5783645e-01  -3.6761468e-02
   5.7033495e-01  -3.6754891e-02
   5.8278983e-01  -3.6748314e-02
   5.9519322e-01  -3.6741738e-02
   6.0753728e-01  -3.6735161e-02
   6.1981421e-01  -3.6728584e-02
   6.3201627e-01  -3.6722008e-02
   6.4413575e-01  -3.6715431e-02
   6.5616498e-01  -3.6708854e-02
   6.6809638e-01  -3.6702278e-02
   6.7992240e-01  -3.6695701e-02
   6.9163558e-01  -3.6689125e-02
   7.0322851e-01  -3.5561080e-02
   7.1469388e-01  -3.4427010e-02
   7.2602445e-01  -3.3288571e-02
   7.3721305e-01  -3.2147221e-02
   7.4825263e-01  -3.1004491e-02
   7.5913620e-01  -2.9861872e-02
   7.6985689e-01  -2.8720881e-02
   7.8040794e-01  -2.7582998e-02
   7.9078268e-01  -2.6449694e-02
   8.0097454e-01  -2.5322326e-02
   8.1097711e-01  -2.4202315e-02
   8.2078406e-01  -2.3091175e-02
   8.3038919e-01  -2.1990379e-02
   8.3978644e-01  -2.0901268e-02
   8.4896987e-01  -1.9825276e-02
   8.5793368e-01  -1.8763779e-02
   8.6667222e-01  -1.7718205e-02
   8.7517996e-01  -1.6689911e-02
   8.8345152e-01  -1.5680330e-02
   8.9148169e-01  -1.4690863e-02
   8.9926539e-01  -1.3722852e-02
   9.0679770e-01  -1.2777635e-02
   9.1407387e-01  -1.1856592e-02
   9.2108930e-01  -1.0961093e-02
   9.2783956e-01  -1.0092328e-02
   9.3432039e-01  -9.2516218e-03
   9.4052769e-01  -8.4403397e-03
   9.4645755e-01  -7.6597175e-03
   9.5210621e-01  -6.9108660e-03
   9.5747011e-01  -6.1950203e-03
   9.6254586e-01  -5.5133684e-03
   9.6733026e-01  -4.8669733e-03
   9.7182028e-01  -4.2569051e-03
   9.7601309e-01  -3.6842073e-03
   9.7990604e-01  -3.1498349e-03
   9.8349666e-01  -2.6546854e-03
   9.8678271e-01  -2.1996113e-03
   9.8976208e-01  -1.7853448e-03
   9.9243291e-01  -1.4127333e-03
   9.9479352e-01  -1.0825158e-03
   9.9684239e-01  -7.9584167e-04
   9.9857825e-01  -5.5297586e-04
   1.0000000e+00  -3.5406588e-04
   1.0000000e+00   1.2241000e-11
