1.0000000e+00 0.0000000e+00
9.9975079e-01 8.1486431e-03
9.9900343e-01 1.6289163e-02
9.9775864e-01 2.4413446e-02
9.9601768e-01 3.2513394e-02
9.9378228e-01 4.0580931e-02
9.9105466e-01 4.8608016e-02
9.8783755e-01 5.6586647e-02
9.8413415e-01 6.4508872e-02
9.7994816e-01 7.2366793e-02
9.7528374e-01 8.0152577e-02
9.7014556e-01 8.7858464e-02
9.6453872e-01 9.5476771e-02
9.5846881e-01 1.0299990e-01
9.5194190e-01 1.1042037e-01
9.4496448e-01 1.1773076e-01
9.3754351e-01 1.2492379e-01
9.2968639e-01 1.3199230e-01
9.2140095e-01 1.3892924e-01
9.1269544e-01 1.4572768e-01
9.0357855e-01 1.5238087e-01
8.9405937e-01 1.5888216e-01
8.8414738e-01 1.6522506e-01
8.7385246e-01 1.7140327e-01
8.6318488e-01 1.7741063e-01
8.5215526e-01 1.8324113e-01
8.4077461e-01 1.8888898e-01
8.2905427e-01 1.9434853e-01
8.1700592e-01 1.9961436e-01
8.0464158e-01 2.0468121e-01
7.9197356e-01 2.0954402e-01
7.7901449e-01 2.1419796e-01
7.6577730e-01 2.1863838e-01
7.5227517e-01 2.2286086e-01
7.3852157e-01 2.2686118e-01
7.2453021e-01 2.3063536e-01
7.1031503e-01 2.3417965e-01
6.9589020e-01 2.3749049e-01
6.8127011e-01 2.4056460e-01
6.6646932e-01 2.4339891e-01
6.5150259e-01 2.4599060e-01
6.3638484e-01 2.4833708e-01
6.2113114e-01 2.5043601e-01
6.0575669e-01 2.5228529e-01
5.9027683e-01 2.5388310e-01
5.7470697e-01 2.5522783e-01
5.5906264e-01 2.5631814e-01
5.4335944e-01 2.5715295e-01
5.2761302e-01 2.5773142e-01
5.1183907e-01 2.5805299e-01
4.9605332e-01 2.5811731e-01
4.8027150e-01 2.5792434e-01
4.6450935e-01 2.5747427e-01
4.4878258e-01 2.5676754e-01
4.3310686e-01 2.5580486e-01
4.1749782e-01 2.5458719e-01
4.0197103e-01 2.5311574e-01
3.8654195e-01 2.5139198e-01
3.7122596e-01 2.4941762e-01
3.5603835e-01 2.4719464e-01
3.4099423e-01 2.4472525e-01
3.2610862e-01 2.4201192e-01
3.1139634e-01 2.3905734e-01
2.9687207e-01 2.3586446e-01
2.8255029e-01 2.3243647e-01
2.6844526e-01 2.2877678e-01
2.5457105e-01 2.2488904e-01
2.4094148e-01 2.2077713e-01
2.2757016e-01 2.1644514e-01
2.1447040e-01 2.1189739e-01
2.0165526e-01 2.0713843e-01
1.8913751e-01 2.0217298e-01
1.7692964e-01 1.9700600e-01
1.6504382e-01 1.9164264e-01
1.5349188e-01 1.8608824e-01
1.4228536e-01 1.8034835e-01
1.3143541e-01 1.7442869e-01
1.2095285e-01 1.6833515e-01
1.1084814e-01 1.6207381e-01
1.0113134e-01 1.5565091e-01
9.1812139e-02 1.4907285e-01
8.2899832e-02 1.4234620e-01
7.4403299e-02 1.3547765e-01
6.6331010e-02 1.2847406e-01
5.8691012e-02 1.2134240e-01
5.1490921e-02 1.1408978e-01
4.4737912e-02 1.0672343e-01
3.8438719e-02 9.9250705e-02
3.2599621e-02 9.1679041e-02
2.7226437e-02 8.4015990e-02
2.2324524e-02 7.6269189e-02
1.7898769e-02 6.8446362e-02
1.3953582e-02 6.0555306e-02
1.0492897e-02 5.2603887e-02
7.5201638e-03 4.4600031e-02
5.0383449e-03 3.6551717e-02
3.0499145e-03 2.8466967e-02
1.5568548e-03 2.0353841e-02
5.6065401e-04 1.2220426e-02
6.2305241e-05 4.0748293e-03
6.2305241e-05 -4.0748293e-03
5.6065401e-04 -1.2220426e-02
1.5568548e-03 -2.0353841e-02
3.0499145e-03 -2.8466967e-02
5.0383449e-03 -3.6551717e-02
7.5201638e-03 -4.4600031e-02
1.0492897e-02 -5.2603887e-02
1.3953582e-02 -6.0555306e-02
1.7898769e-02 -6.8446362e-02
2.2324524e-02 -7.6269189e-02
2.7226437e-02 -8.4015990e-02
3.2599621e-02 -9.1679041e-02
3.8438719e-02 -9.9250705e-02
4.4737912e-02 -1.0672343e-01
5.1490921e-02 -1.1408978e-01
5.8691012e-02 -1.2134240e-01
6.6331010e-02 -1.2847406e-01
7.4403299e-02 -1.3547765e-01
8.2899832e-02 -1.4234620e-01
9.1812139e-02 -1.4907285e-01
1.0113134e-01 -1.5565091e-01
1.1084814e-01 -1.6207381e-01
1.2095285e-01 -1.6833515e-01
1.3143541e-01 -1.7442869e-01
1.4228536e-01 -1.8034835e-01
1.5349188e-01 -1.8608824e-01
1.6504382e-01 -1.9164264e-01
1.7692964e-01 -1.9700600e-01
1.8913751e-01 -2.0217298e-01
2.0165526e-01 -2.0713843e-01
2.1447040e-01 -2.1189739e-01
2.2757016e-01 -2.1644514e-01
2.4094148e-01 -2.2077713e-01
2.5457105e-01 -2.2488904e-01
2.6844526e-01 -2.2877678e-01
2.8255029e-01 -2.3243647e-01
2.9687207e-01 -2.3586446e-01
3.1139634e-01 -2.3905734e-01
3.2610862e-01 -2.4201192e-01
3.4099423e-01 -2.4472525e-01
3.5603835e-01 -2.4719464e-01
3.7122596e-01 -2.4941762e-01
3.8654195e-01 -2.5139198e-01
4.0197103e-01 -2.5311574e-01
4.1749782e-01 -2.5458719e-01
4.3310686e-01 -2.5580486e-01
4.4878258e-01 -2.5676754e-01
4.6450935e-01 -2.5747427e-01
4.8027150e-01 -2.5792434e-01
4.9605332e-01 -2.5811731e-01
5.1183907e-01 -2.5805299e-01
5.2761302e-01 -2.5773142e-01
5.4335944e-01 -2.5715295e-01
5.5906264e-01 -2.5631814e-01
5.7470697e-01 -2.5522783e-01
5.9027683e-01 -2.5388310e-01
6.0575669e-01 -2.5228529e-01
6.2113114e-01 -2.5043601e-01
6.3638484e-01 -2.4833708e-01
6.5150259e-01 -2.4599060e-01
6.6646932e-01 -2.4339891e-01
6.8127011e-01 -2.4056460e-01
6.9589020e-01 -2.3749049e-01
7.1031503e-01 -2.3417965e-01
7.2453021e-01 -2.3063536e-01
7.3852157e-01 -2.2686118e-01
7.5227517e-01 -2.2286086e-01
7.6577730e-01 -2.1863838e-01
7.7901449e-01 -2.1419796e-01
7.9197356e-01 -2.0954402e-01
8.0464158e-01 -2.0468121e-01
8.1700592e-01 -1.9961436e-01
8.2905427e-01 -1.9434853e-01
8.4077461e-01 -1.8888898e-01
8.5215526e-01 -1.8324113e-01
8.6318488e-01 -1.7741063e-01
8.7385246e-01 -1.7140327e-01
8.8414738e-01 -1.6522506e-01
8.9405937e-01 -1.5888216e-01
9.0357855e-01 -1.5238087e-01
9.1269544e-01 -1.4572768e-01
9.2140095e-01 -1.3892924e-01
9.2968639e-01 -1.3199230e-01
9.3754351e-01 -1.2492379e-01
9.4496448e-01 -1.1773076e-01
9.5194190e-01 -1.1042037e-01
9.5846881e-01 -1.0299990e-01
9.6453872e-01 -9.5476771e-02
9.7014556e-01 -8.7858464e-02
9.7528374e-01 -8.0152577e-02
9.7994816e-01 -7.2366793e-02
9.8413415e-01 -6.4508872e-02
9.8783755e-01 -5.6586647e-02
9.9105466e-01 -4.8608016e-02
9.9378228e-01 -4.0580931e-02
9.9601768e-01 -3.2513394e-02
9.9775864e-01 -2.4413446e-02
9.9900343e-01 -1.6289163e-02
9.9975079e-01 -8.1486431e-03
1.0000000e+00 -6.3222478e-17
