1.0000000e+00 4.4408921e-17
9.9960535e-01 1.2558104e-02
9.9842294e-01 2.5066647e-02
9.9645745e-01 3.7476263e-02
9.9371663e-01 4.9737977e-02
9.9021130e-01 6.1803399e-02
9.8595530e-01 7.3624911e-02
9.8096541e-01 8.5155858e-02
9.7526134e-01 9.6350735e-02
9.6886559e-01 1.0716536e-01
9.6180340e-01 1.1755705e-01
9.5410265e-01 1.2748480e-01
9.4579373e-01 1.3690942e-01
9.3690942e-01 1.4579373e-01
9.2748480e-01 1.5410265e-01
9.1755705e-01 1.6180340e-01
9.0716536e-01 1.6886559e-01
8.9635073e-01 1.7526134e-01
8.8515586e-01 1.8096541e-01
8.7362491e-01 1.8595530e-01
8.6180340e-01 1.9021130e-01
8.4973798e-01 1.9371663e-01
8.3747626e-01 1.9645745e-01
8.2506665e-01 1.9842294e-01
8.1255810e-01 1.9960535e-01
8.0000000e-01 2.0000000e-01
7.7500000e-01 2.0000000e-01
7.5000000e-01 2.0000000e-01
7.2500000e-01 2.0000000e-01
7.0000000e-01 2.0000000e-01
6.7500000e-01 2.0000000e-01
6.5000000e-01 2.0000000e-01
6.2500000e-01 2.0000000e-01
6.0000000e-01 2.0000000e-01
5.7500000e-01 2.0000000e-01
5.5000000e-01 2.0000000e-01
5.2500000e-01 2.0000000e-01
5.0000000e-01 2.0000000e-01
4.7500000e-01 2.0000000e-01
4.5000000e-01 2.0000000e-01
4.2500000e-01 2.0000000e-01
4.0000000e-01 2.0000000e-01
3.7500000e-01 2.0000000e-01
3.5000000e-01 2.0000000e-01
3.2500000e-01 2.0000000e-01
3.0000000e-01 2.0000000e-01
2.7500000e-01 2.0000000e-01
2.5000000e-01 2.0000000e-01
2.0000000e-01 2.0000000e-01
1.8744190e-01 1.9960535e-01
1.7493335e-01 1.9842294e-01
1.6252374e-01 1.9645745e-01
1.5026202e-01 1.9371663e-01
1.3819660e-01 1.9021130e-01
1.2637509e-01 1.8595530e-01
1.1484414e-01 1.8096541e-01
1.0364927e-01 1.7526134e-01
9.2834641e-02 1.6886559e-01
8.2442950e-02 1.6180340e-01
7.2515202e-02 1.5410265e-01
6.3090579e-02 1.4579373e-01
5.4206275e-02 1.3690942e-01
4.5897351e-02 1.2748480e-01
3.8196601e-02 1.1755705e-01
3.1134415e-02 1.0716536e-01
2.4738664e-02 9.6350735e-02
1.9034590e-02 8.5155858e-02
1.4044703e-02 7.3624911e-02
9.7886967e-03 6.1803399e-02
6.2833678e-03 4.9737977e-02
3.5425499e-03 3.7476263e-02
1.5770597e-03 2.5066647e-02
3.9465431e-04 1.2558104e-02
0.0000000e+00 -4.4408921e-17
3.9465431e-04 -1.2558104e-02
1.5770597e-03 -2.5066647e-02
3.5425499e-03 -3.7476263e-02
6.2833678e-03 -4.9737977e-02
9.7886967e-03 -6.1803399e-02
1.4044703e-02 -7.3624911e-02
1.9034590e-02 -8.5155858e-02
2.4738664e-02 -9.6350735e-02
3.1134415e-02 -1.0716536e-01
3.8196601e-02 -1.1755705e-01
4.5897351e-02 -1.2748480e-01
5.4206275e-02 -1.3690942e-01
6.3090579e-02 -1.4579373e-01
7.2515202e-02 -1.5410265e-01
8.2442950e-02 -1.6180340e-01
9.2834641e-02 -1.6886559e-01
1.0364927e-01 -1.7526134e-01
1.1484414e-01 -1.8096541e-01
1.2637509e-01 -1.8595530e-01
1.3819660e-01 -1.9021130e-01
1.5026202e-01 -1.9371663e-01
1.6252374e-01 -1.9645745e-01
1.7493335e-01 -1.9842294e-01
1.8744190e-01 -1.9960535e-01
2.0000000e-01 -2.0000000e-01
2.2500000e-01 -2.0000000e-01
2.5000000e-01 -2.0000000e-01
2.7500000e-01 -2.0000000e-01
3.0000000e-01 -2.0000000e-01
3.2500000e-01 -2.0000000e-01
3.5000000e-01 -2.0000000e-01
3.7500000e-01 -2.0000000e-01
4.0000000e-01 -2.0000000e-01
4.2500000e-01 -2.0000000e-01
4.5000000e-01 -2.0000000e-01
4.7500000e-01 -2.0000000e-01
5.0000000e-01 -2.0000000e-01
5.2500000e-01 -2.0000000e-01
5.5000000e-01 -2.0000000e-01
5.7500000e-01 -2.0000000e-01
6.0000000e-01 -2.0000000e-01
6.2500000e-01 -2.0000000e-01
6.5000000e-01 -2.0000000e-01
6.7500000e-01 -2.0000000e-01
7.0000000e-01 -2.0000000e-01
7.2500000e-01 -2.0000000e-01
7.5000000e-01 -2.0000000e-01
8.0000000e-01 -2.0000000e-01
8.1255810e-01 -1.9960535e-01
8.2506665e-01 -1.9842294e-01
8.3747626e-01 -1.9645745e-01
8.4973798e-01 -1.9371663e-01
8.6180340e-01 -1.9021130e-01
8.7362491e-01 -1.8595530e-01
8.8515586e-01 -1.8096541e-01
8.9635073e-01 -1.7526134e-01
9.0716536e-01 -1.6886559e-01
9.1755705e-01 -1.6180340e-01
9.2748480e-01 -1.5410265e-01
9.3690942e-01 -1.4579373e-01
9.4579373e-01 -1.3690942e-01
9.5410265e-01 -1.2748480e-01
9.6180340e-01 -1.1755705e-01
9.6886559e-01 -1.0716536e-01
9.7526134e-01 -9.6350735e-02
9.8096541e-01 -8.5155858e-02
9.8595530e-01 -7.3624911e-02
9.9021130e-01 -6.1803399e-02
9.9371663e-01 -4.9737977e-02
9.9645745e-01 -3.7476263e-02
9.9842294e-01 -2.5066647e-02
9.9960535e-01 -1.2558104e-02
1.0000000e+00 4.4408921e-17
